#ID	FORM	LEMMA	UPOSTAG	XPOSTAG	FEATS	HEAD	DEPREL	DEPS	MISC
14	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Fei	fey	_	D	D	_	_	_	baseForms=fey
2	meu	mew	_	P	P	_	_	_	baseForms=mew
3	élantüingn	elantün	_	V	ind3p	_	_	_	baseForms=el|antü|ingün
4	,	,	PUNCT	PUNCT	_	_	_	_	_
5	komque	kom	_	AV	p	_	_	_	baseForms=kom|ke
6	Domingo	domingo	_	N	_	_	_	_	baseForms=domingo
7	antü	antü	_	N	_	_	_	_	baseForms=antü
8	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
9	paliael	paliel	_	N	fut|nmlz	_	_	_	baseForms=pali|a|el
10	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Atapay	atapay	_	NP	_	_	_	_	baseForms=Atapay
2	fücha	fücha	_	AJ	_	_	_	_	baseForms=fücha
3	doy	doy	_	AV	_	_	_	_	baseForms=doy
4	kümeke	küme	_	AJ	p	_	_	_	baseForms=küme|ke
5	kon·a	kon'a	_	N	_	_	_	_	baseForms=kon'a
6	kintui	kintun	_	V	_	_	_	_	baseForms=kintu|iy
7	:	:	PUNCT	PUNCT	_	_	_	_	_
8	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
9	engu	engu	_	PC	3d	_	_	_	baseForms=engu
10	Konküimawile	konküimawile	_	NP	_	_	_	_	baseForms=konkïmawile
11	,	,	PUNCT	PUNCT	_	_	_	_	_
12	küme	küme	_	AJ	_	_	_	_	baseForms=küme
13	palife	palife	_	N	agent	_	_	_	baseForms=pali|fe
14	”	”	PUNCT	PUNCT	_	_	_	_	_
15	,	,	PUNCT	PUNCT	_	_	_	_	_
16	.	.	PUNCT	PUNCT	_	_	_	_	_
17	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
18	yepkal	yegkal	_	N	_	_	_	_	baseForms=yegkal
19	ngei	ngen	_	V	ind3	_	_	_	baseForms=nge|iy
20	,	,	PUNCT	PUNCT	_	_	_	_	_
21	Konküimawile	konküimawile	_	NP	_	_	_	_	baseForms=konkïmawile
22	,	,	PUNCT	PUNCT	_	_	_	_	_
23	inátrən	inatrüpun	_	N	nmlz	_	_	_	baseForms=ina|trüpu|(ü)n
24	,	,	PUNCT	PUNCT	_	_	_	_	_
25	molpenulu	molülu	_	AJ	px|neg|svn	_	_	_	baseForms=mol|pe|no|lu
26	pali	pali	_	N	_	_	_	_	baseForms=pali
27	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Feiwəla	feywüla	_	AV	D	_	_	_	baseForms=fey|wüla
2	Atapay	atapay	_	NP	_	_	_	_	baseForms=Atapay
3	fücha	fücha	_	AJ	_	_	_	_	baseForms=fücha
4	weukəlerpui	wewün	_	V	prog|trloc|ind3	_	_	_	baseForms=wew|(kü)le|pu|iy
5	,	,	PUNCT	PUNCT	_	_	_	_	_
6	alünke	al'ün	_	AJ	p	_	_	_	baseForms=al'ü(n)|ke
7	plata	plata	_	N	_	_	_	_	baseForms=plata
8	ka	ka	_	C	particle	_	_	_	baseForms=ka
9	kulliñ	kulliñ	_	N	_	_	_	_	baseForms=kulliñ
10	nürpui	nün	_	V	trloc2|ind3	_	_	_	baseForms=nü|rpu|iy
11	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Fei	fey	_	D	D	_	_	_	baseForms=fey
2	meu	mew	_	P	P	_	_	_	baseForms=mew
3	kiñe	kiñe	_	NUM	_	_	_	_	baseForms=kiñe
4	antü	antü	_	N	_	_	_	_	baseForms=antü
5	,	,	PUNCT	PUNCT	_	_	_	_	_
6	rupan	rupan	_	AV	nmlz	_	_	_	baseForms=rupa|(ü)n
7	palíuma	palin	_	V	part	_	_	_	baseForms=pali|uma
8	,	,	PUNCT	PUNCT	_	_	_	_	_
9	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
10	"	"	PUNCT	PUNCT	_	_	_	_	_
11	élmadəngungei	elmadüngun	_	V	pass|ind3	_	_	_	baseForms=elma|düngu|nge|iy
12	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
13	lloftungeael	lloftun	_	N	pass|fut|nmlz	_	_	_	baseForms=lloftu|nge|a|el
14	,	,	PUNCT	PUNCT	_	_	_	_	_
15	nüngele	nün	_	V	pass|subj3s	_	_	_	baseForms=nü|nge|le
16	,	,	PUNCT	PUNCT	_	_	_	_	_
17	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
18	yengeael	yen	_	N	pass|fut|nmlz	_	_	_	baseForms=nge|a|el
19	afn-mapu	afün-mapu	_	CN	_	_	_	_	baseForms=afn|mapu
20	.	.	PUNCT	PUNCT	_	_	_	_	_

1	¡	¡	PUNCT	PUNCT	_	_	_	_	_
2	Fei	fey	_	D	D	_	_	_	baseForms=fey
3	meu	mew	_	P	P	_	_	_	baseForms=mew
4	pichi	pichi	_	AJ	_	_	_	_	baseForms=pichi
5	pun·	pun'	_	N	_	_	_	_	baseForms=pun'
6	mandai	mandan	_	V	ind3	_	_	_	baseForms=manda|iy
7	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
8	ngətantulngeael	ngütantuel	_	N	cause|pass|fut|nmlz	_	_	_	baseForms=ngütantu|(ü)l|nge|a|el
9	.	.	PUNCT	PUNCT	_	_	_	_	_

1	“	“	PUNCT	PUNCT	_	_	_	_	_
2	məté	müt'e	_	AV	_	_	_	_	baseForms=müt'e
3	ürkülen	ürkün	_	V	prog|ind1s	_	_	_	baseForms=ürku|(kü)le|(ü)n
4	ñi	ñi	_	PP	1s	_	_	_	baseForms=ñi
5	palímon	palin	_	V	ind2d/p-1s	_	_	_	baseForms=pali|mun
6	,	,	PUNCT	PUNCT	_	_	_	_	_
7	umautuan	umawtun	_	V	vb|fut|ind1s	_	_	_	baseForms=umaw|tu|a|(ü)n
8	”	”	PUNCT	PUNCT	_	_	_	_	_
9	,	,	PUNCT	PUNCT	_	_	_	_	_
10	pí	pin	_	V	ind3	_	_	_	baseForms=pi|iy
11	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
12	;	;	PUNCT	PUNCT	_	_	_	_	_
13	witrai	witran	_	V	ind3	_	_	_	baseForms=witra|iy
14	,	,	PUNCT	PUNCT	_	_	_	_	_
15	amui	amun	_	V	ind3	_	_	_	baseForms=amu|iy
16	wekun	wekun	_	AV	_	_	_	_	baseForms=wekun
17	willüwillütualu	willüwillütun	_	V	vb|fut|svn	_	_	_	baseForms=willü|willü|tu|a|lu
18	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Konatraru	kon'atraru	_	NP	_	_	_	_	baseForms=kon'a|traru
2	lloftuniefeyeu	lloftun	_	V	psist|indinv3-3	_	_	_	baseForms=lloftu|nief|eyew
3	wəlngiñ	wülngiñ	_	N	_	_	_	_	baseForms=wülngiñ
4	meu	mew	_	P	P	_	_	_	baseForms=mew
5	.	.	PUNCT	PUNCT	_	_	_	_	_
6	Fei	fey	_	D	D	_	_	_	baseForms=fey
7	nüruleyeu	nürulün	_	V	indinv3-3	_	_	_	baseForms=nü|rul/wül|eyew
8	Konatraru	kon'atraru	_	NP	_	_	_	_	baseForms=kon'a|traru
9	,	,	PUNCT	PUNCT	_	_	_	_	_
10	trarüñmangei	trarün	_	V	appl|pass|ind3	_	_	_	baseForms=trar|(ü)ñma|nge|iy
11	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
12	kup	kug	_	N	_	_	_	_	baseForms=kug
13	,	,	PUNCT	PUNCT	_	_	_	_	_
14	meñkueyeu	meñkun	_	V	indinv3-3	_	_	_	baseForms=None|eyew
15	Konatraru	kon'atraru	_	NP	_	_	_	_	baseForms=kon'a|traru
16	,	,	PUNCT	PUNCT	_	_	_	_	_
17	yengei	yen	_	V	pass|ind3	_	_	_	baseForms=nge|iy
18	afn-mapu	afün-mapu	_	CN	_	_	_	_	baseForms=afn|mapu
19	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Fentren	fentren	_	AV	_	_	_	_	baseForms=fentren
2	meu	mew	_	P	P	_	_	_	baseForms=mew
3	trawəfeyeu	trawün	_	V	bi|indinv3-3	_	_	_	baseForms=traw|fu|eyew
4	Meñcholongko	meñcholongko	_	NP	_	_	_	_	baseForms=meñcholonko
5	;	;	PUNCT	PUNCT	_	_	_	_	_
6	məntungefui	müntun	_	V	pass|bi|ind3	_	_	_	baseForms=müntu|nge|fu|iy
7	,	,	PUNCT	PUNCT	_	_	_	_	_
8	yengerpulai	yen	_	V	pass|trloc2|neg|ind3	_	_	_	baseForms=ye|nge|rpu|la|iy
9	Traru	traru	_	NP	_	_	_	_	baseForms=traru
10	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Yerpunulu	yen	_	V	trloc2|neg|svn	_	_	_	baseForms=rpu|no|lu
2	afeluwí	afelün	_	V	appl|reflex|ind3	_	_	_	baseForms=af|(l)el|(u)w|iy
3	Meñcholongko	meñcholongko	_	NP	_	_	_	_	baseForms=meñcholonko
4	.	.	PUNCT	PUNCT	_	_	_	_	_
5	Amolei	amun	_	V	prog|ind3	_	_	_	baseForms=amu|(kü)le|iy
6	Konatraro	kon'atraru	_	NP	_	_	_	_	baseForms=kon'a|traru
7	,	,	PUNCT	PUNCT	_	_	_	_	_
8	yeniei	yen	_	V	psist|ind3	_	_	_	baseForms=ye|nie|iy
9	ñi	ñi	_	PP	1s	_	_	_	baseForms=ñi
10	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
11	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Wəlá	wüla	_	AV	_	_	_	_	baseForms=wüla
2	ká	ka	_	C	particle	_	_	_	baseForms=ka
3	traweyeu	trawün	_	V	indinv3-3	_	_	_	baseForms=traw|eyew
4	kake	ka	_	AJ	p	_	_	_	baseForms=ka|ke
5	Meñcholongko	meñcholongko	_	NP	_	_	_	_	baseForms=meñcholonko
6	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Feyengn	feyengün	_	PN	3p	_	_	_	baseForms=feyengün
2	trürəm	trürüm	_	N	_	_	_	_	baseForms=trürüm
3	-	-	PUNCT	PUNCT	_	_	_	_	_
4	ngənen	ngünen	_	N	_	_	_	_	baseForms=ngünen
5	-	-	PUNCT	PUNCT	_	_	_	_	_
6	elfingn	elün	_	V	dir3|ind3p	_	_	_	baseForms=el|fi|ingün
7	.	.	PUNCT	PUNCT	_	_	_	_	_
8	"	"	PUNCT	PUNCT	_	_	_	_	_
9	¿	¿	PUNCT	PUNCT	_	_	_	_	_
10	Chumngechi	chumngechi	_	AV	_	_	_	_	baseForms=chumngechi
11	dəngu	düngu	_	N	_	_	_	_	baseForms=düngu
12	kam	kam	_	IP	particle	_	_	_	baseForms=kam
13	pepikalafiiñ	pepikan	_	V	neg|dir3|ind1p	_	_	_	baseForms=pepika|la|fi|(iy)iñ
14	iñ	iñ	_	PP	1p	_	_	_	baseForms=iñ
15	məntuafiüm	müntun	_	V	dir3|nonfin	_	_	_	baseForms=müntu|None|fi|yüm
16	təfachi	tüfachi	_	DP	DP	_	_	_	baseForms=tüfachi
17	Traru	traru	_	NP	_	_	_	_	baseForms=traru
18	?	?	PUNCT	PUNCT	_	_	_	_	_
19	”	”	PUNCT	PUNCT	_	_	_	_	_
20	,	,	PUNCT	PUNCT	_	_	_	_	_
21	pingn	pin	_	V	ind3p	_	_	_	baseForms=pi|engün
22	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Fei	fey	_	D	D	_	_	_	baseForms=fey
2	meu	mew	_	P	P	_	_	_	baseForms=mew
3	kiñechi	kiñechi	_	AV	DA	_	_	_	baseForms=kiñe|chi
4	fei	fey	_	D	D	_	_	_	baseForms=fey
5	Meñcholongko	meñcholongko	_	NP	_	_	_	_	baseForms=meñcholonko
6	pí	pin	_	V	ind3	_	_	_	baseForms=pi|iy
7	:	:	PUNCT	PUNCT	_	_	_	_	_
8	“	“	PUNCT	PUNCT	_	_	_	_	_
9	Wallma kənuafiiñ	wallma	_	V	appl|fut|dir3|ind1p	_	_	_	baseForms=wall|(üñ)ma|künu|a|fi|(iy)iñ
10	,	,	PUNCT	PUNCT	_	_	_	_	_
11	fei	fey	_	D	D	_	_	_	baseForms=fey
12	künchol-kawel-elafiiñ	küntrol-kawell-elün	_	V	cause|fut|dir3|ind1p	_	_	_	baseForms=küntro|(ü)l|kawell|el|a|fi|(iy)iñ
13	.	.	PUNCT	PUNCT	_	_	_	_	_
14	Fei	fey	_	D	D	_	_	_	baseForms=fey
15	wallke	wallke	_	N	p	_	_	_	baseForms=wall|ke
16	adkintule	adkintun	_	V	subj3s	_	_	_	baseForms=adkintu|le
17	,	,	PUNCT	PUNCT	_	_	_	_	_
18	fei	fey	_	D	D	_	_	_	baseForms=fey
19	kiñe	kiñe	_	NUM	_	_	_	_	baseForms=kiñe
20	furi	furi	_	N	_	_	_	_	baseForms=furi
21	meu	mew	_	P	P	_	_	_	baseForms=mew
22	amoleai	amun	_	V	prog|fut|ind3	_	_	_	baseForms=amu|(kü)le|a|iy
23	feluke	feluke	_	N	_	_	_	_	baseForms=feluke
24	yengu	engu	_	PC	3d	_	_	_	baseForms=engu
25	;	;	PUNCT	PUNCT	_	_	_	_	_
26	fei	fey	_	D	D	_	_	_	baseForms=fey
27	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
28	wallke	wallke	_	N	p	_	_	_	baseForms=wall|ke
29	adkintun	adkintun	_	N	nmlz	_	_	_	baseForms=adkintu|(ü)n
30	katrüñmangeai	katrün	_	V	appl|pass|fut|ind3	_	_	_	baseForms=katr|(üñ)ma|nge|a|iy
31	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
32	trarün	trarün	_	N	nmlz	_	_	_	baseForms=trar|(ü)n
33	kup	kug	_	N	_	_	_	_	baseForms=kug
34	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
35	.	.	PUNCT	PUNCT	_	_	_	_	_
36	Fei	fey	_	D	D	_	_	_	baseForms=fey
37	witrákənulngeai	witran	_	V	cause|pass|fut|ind3	_	_	_	baseForms=witra|künu|(ü)l|nge|a|iy
38	feluke	feluke	_	N	_	_	_	_	baseForms=feluke
39	,	,	PUNCT	PUNCT	_	_	_	_	_
40	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
41	kishu	kishu	_	RP	3	_	_	_	baseForms=kishu/kidu
42	katrü-pel-afi	katrün	_	V	fut|dir3|ind3	_	_	_	baseForms=katr|pel'|a|fi|iy
43	chi	chi	_	DA	DA	_	_	_	baseForms=chi
44	Traru	traru	_	NP	_	_	_	_	baseForms=traru
45	;	;	PUNCT	PUNCT	_	_	_	_	_
46	femngechi	femngechi	_	AV	_	_	_	_	baseForms=femngechi
47	montuai	montun	_	V	fut|ind3	_	_	_	baseForms=montu|a|iy
48	”	”	PUNCT	PUNCT	_	_	_	_	_
49	,	,	PUNCT	PUNCT	_	_	_	_	_
50	pingei	pin	_	V	pass|ind3	_	_	_	baseForms=pi|nge|iy
51	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
52	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Femngechi	femngechi	_	AV	_	_	_	_	baseForms=femngechi
2	künchol-kawell-elngei	küntrol-kawell-elün	_	V	cause|pass|ind3	_	_	_	baseForms=küntro|(ü)l|kawell|el|nge|iy
3	.	.	PUNCT	PUNCT	_	_	_	_	_
4	Traru	traru	_	NP	_	_	_	_	baseForms=traru
5	.	.	PUNCT	PUNCT	_	_	_	_	_
6	Fei	fey	_	D	D	_	_	_	baseForms=fey
7	meu	mew	_	P	P	_	_	_	baseForms=mew
8	wallke	wallke	_	N	p	_	_	_	baseForms=wall|ke
9	kintui	kintun	_	V	ind3	_	_	_	baseForms=kintu|iy
10	Traru	traru	_	NP	_	_	_	_	baseForms=traru
11	.	.	PUNCT	PUNCT	_	_	_	_	_
12	Petu	petu	_	AV	particle	_	_	_	baseForms=petu
13	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
14	wallke	wallke	_	AV	p	_	_	_	baseForms=wall|ke
15	kintun	kintun	_	N	nmlz	_	_	_	baseForms=kintu|(ü)n
16	,	,	PUNCT	PUNCT	_	_	_	_	_
17	fei	fey	_	D	D	_	_	_	baseForms=fey
18	meu	mew	_	P	P	_	_	_	baseForms=mew
19	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
20	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
21	trarün	trarün	_	N	nmlz	_	_	_	baseForms=trar|(ü)n
22	kup	kug	_	N	_	_	_	_	baseForms=kug
23	katrüñmangeai	katrün	_	V	appl|pass|fut|ind3	_	_	_	baseForms=katr|(üñ)ma|nge|a|iy
24	.	.	PUNCT	PUNCT	_	_	_	_	_
25	Elungei	elun	_	V	pass|ind3	_	_	_	baseForms=elu|nge|iy
26	feluke	feluke	_	N	_	_	_	_	baseForms=feluke
27	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
28	;	;	PUNCT	PUNCT	_	_	_	_	_
29	femngechi	femngechi	_	AV	_	_	_	_	baseForms=femngechi
30	katrüñmangeai	katrün	_	V	appl|pass|fut|ind3	_	_	_	baseForms=katr|(üñ)ma|nge|a|iy
31	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
32	pel	pel'	_	N	_	_	_	_	baseForms=pel'
33	Traru	traru	_	NP	_	_	_	_	baseForms=traru
34	,	,	PUNCT	PUNCT	_	_	_	_	_
35	Fei	fey	_	D	D	_	_	_	baseForms=fey
36	meu	mew	_	P	P	_	_	_	baseForms=mew
37	montui	montun	_	V	ind3	_	_	_	baseForms=montu|iy
38	”	”	PUNCT	PUNCT	_	_	_	_	_
39	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
40	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Fei	fey	_	D	D	_	_	_	baseForms=fey
2	meu	mew	_	P	P	_	_	_	baseForms=mew
3	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
4	fei	fey	_	D	D	_	_	_	baseForms=fey
5	pi	pin	_	V	ind3	_	_	_	baseForms=pi|iy
6	:	:	PUNCT	PUNCT	_	_	_	_	_
7	“	“	PUNCT	PUNCT	_	_	_	_	_
8	Təfachi	tüfachi	_	DP	DP	_	_	_	baseForms=tüfachi
9	Traru	traru	_	NP	_	_	_	_	baseForms=traru
10	küpalfeneu	küpalün	_	V	cause|bi|ind3-1s	_	_	_	baseForms=küpa|(ü)l|fu|enew
11	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
12	langəmmeaeteu	l'angümün	_	V	cause|and|fut|invNF3	_	_	_	baseForms=l'a|üm|me|s|etew
13	afn-mapu	afün-mapu	_	CN	_	_	_	_	baseForms=afn|mapu
14	.	.	PUNCT	PUNCT	_	_	_	_	_
15	Féula	fewla	_	AV	_	_	_	_	baseForms=fewla
16	montun	montun	_	V	ind1s	_	_	_	baseForms=montu|(ü)n
17	”	”	PUNCT	PUNCT	_	_	_	_	_
18	iñche	iñche	_	PN	1s	_	_	_	baseForms=iñche
19	.	.	PUNCT	PUNCT	_	_	_	_	_
20	Nentuñmaiafiñ	nentun	_	V	tr|fut|dir3|ind1s	_	_	_	baseForms=nentu|(ñ)ma|a|fi|(ü)n
21	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
22	ngé	nge	_	N	_	_	_	_	baseForms=nge
23	ká	ka	_	C	particle	_	_	_	baseForms=ka
24	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
25	məpü	müpü	_	N	_	_	_	_	baseForms=müpü
26	”	”	PUNCT	PUNCT	_	_	_	_	_
27	,	,	PUNCT	PUNCT	_	_	_	_	_
28	pí	pin	_	V	ind3	_	_	_	baseForms=pi|iy
29	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
30	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Femngechi	femngechi	_	AV	_	_	_	_	baseForms=femngechi
2	mai	may	_	AV	_	_	_	_	baseForms=may
3	Nentuñmangei	nentun	_	V	tr|pass|ind3	_	_	_	baseForms=nentu|(ñ)ma|nge|iy
4	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
5	ngé	nge	_	N	_	_	_	_	baseForms=nge
6	yem	em	_	IJ	particle	_	_	_	baseForms=em
7	ká	ka	_	C	particle	_	_	_	baseForms=ka
8	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
9	məpü	müpü	_	N	_	_	_	_	baseForms=müpü
10	yem	em	_	IJ	particle	_	_	_	baseForms=em
11	Konatraru	kon'atraru	_	NP	_	_	_	_	baseForms=kon'a|traru
12	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
2	feichi	feichi	_	D	D|DA	_	_	_	baseForms=fey|chi
3	ngé	nge	_	N	_	_	_	_	baseForms=nge
4	paliyefí	paliyen	_	V	vb|dir3|ind3	_	_	_	baseForms=pali|je|fi|iy
5	,	,	PUNCT	PUNCT	_	_	_	_	_
6	chi	chi	_	DA	DA	_	_	_	baseForms=chi
7	məpü	müpü	_	N	_	_	_	_	baseForms=müpü
8	wəñófi	wüñon	_	V	dir3|ind3	_	_	_	baseForms=wüño|fi|iy
9	.	.	PUNCT	PUNCT	_	_	_	_	_

1	Wəlá	wüla	_	AV	_	_	_	_	baseForms=wüla
2	Pishmaiwile	pishmaiwile	_	NP	_	_	_	_	baseForms=pishmaiwile
3	:	:	PUNCT	PUNCT	_	_	_	_	_
4	"	"	PUNCT	PUNCT	_	_	_	_	_
5	Gracias	gracias	_	AV	_	_	_	_	baseForms=gracias,wordLang=spa
6	mai	may	_	AV	_	_	_	_	baseForms=may
7	,	,	PUNCT	PUNCT	_	_	_	_	_
8	pu	pu	_	PL	particle	_	_	_	baseForms=pu
9	wen	wen'üy	_	N	_	_	_	_	baseForms=wen'üy
10	.	.	PUNCT	PUNCT	_	_	_	_	_
11	Eimn	eymün	_	PN	2p	_	_	_	baseForms=eymün
12	mn	mün	_	PP	2p	_	_	_	baseForms=mün
13	yeumewn	yeumen	_	N	_	_	_	_	baseForms=yeumen
14	meu	mew	_	P	P	_	_	_	baseForms=mew
15	,	,	PUNCT	PUNCT	_	_	_	_	_
16	ngənen	ngünen	_	N	_	_	_	_	baseForms=ngünen
17	meu	mew	_	P	P	_	_	_	baseForms=mew
18	,	,	PUNCT	PUNCT	_	_	_	_	_
19	montun	montun	_	V	ind1s	_	_	_	baseForms=montu|(ü)n
20	ñi	ñi	_	PP	3	_	_	_	baseForms=ñi
21	lápuael	l'an	_	N	trloc|fut|nmlz	_	_	_	baseForms=l'a|pu|a|el
22	afn-mapu	afün-mapu	_	CN	_	_	_	_	baseForms=afn|mapu
23	"	"	PUNCT	PUNCT	_	_	_	_	_
24	,	,	PUNCT	PUNCT	_	_	_	_	_
25	pingei	pin	_	V	pass|ind3	_	_	_	baseForms=pi|nge|iy
26	pu	pu	_	PL	particle	_	_	_	baseForms=pu
27	Meñcholongko	meñcholongko	_	NP	_	_	_	_	baseForms=meñcholonko
28	.	.	PUNCT	PUNCT	_	_	_	_	_
29	Femngechi	femngechi	_	AV	_	_	_	_	baseForms=femngechi
