# ID	FORM	LEMMA	UPOSTAG	XPOSTAG	FEATS	HEAD	DEPREL	DEPS	MISC
# 1
1897LENZ-11-TAGGED_17_7	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1897LENZ-11-TAGGED_17_8	.	.	PUNCT	PUNCT	_	_	_	_	_

# 18
1897LENZ-11-TAGGED_18_1	¿	¿	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_18_2	cheu	chew	_	WH	particle	_	_	_	origText=Cheu,baseForms=chew
1897LENZ-11-TAGGED_18_3	mülei	mülen	_	V	ind3	_	_	_	origText=məlei,baseForms=müle|iy
1897LENZ-11-TAGGED_18_4	tüfeichi	tüfeychi	_	DP	DP	_	_	_	origText=təveichi,baseForms=tüfeychi
1897LENZ-11-TAGGED_18_5	mapu	mapu	_	N	_	_	_	_	origText=mapu,baseForms=mapu
1897LENZ-11-TAGGED_18_6	?	?	PUNCT	PUNCT	_	_	_	_	_

# 19
1897LENZ-11-TAGGED_19_1	nageltu	nageltu	_	AV	nmlz	_	_	_	origText=Naqeltu,baseForms=nag|el|advz
1897LENZ-11-TAGGED_19_2	leufu	l'ewfü	_	N	_	_	_	_	origText=leuvu,baseForms=l'ewfü
1897LENZ-11-TAGGED_19_3	kayu	kayu	_	NUM	_	_	_	_	origText=kayu,baseForms=kayu
1897LENZ-11-TAGGED_19_4	lewa	lewa	_	N	_	_	_	_	origText=lewa,baseForms=lewa
1897LENZ-11-TAGGED_19_5	rüpü	rüpü	_	N	_	_	_	_	origText=rüpü,baseForms=rüpü
1897LENZ-11-TAGGED_19_6	–	–	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_19_7	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1897LENZ-11-TAGGED_19_8	.	.	PUNCT	PUNCT	_	_	_	_	_

# 20
1897LENZ-11-TAGGED_20_1	pu	pu	_	PL	particle	_	_	_	origText=Pu,baseForms=pu
1897LENZ-11-TAGGED_20_2	liwen	liwen	_	N	_	_	_	_	origText=liwen,baseForms=liwen
1897LENZ-11-TAGGED_20_3	tripalmi	tripan	_	V	subj2s	_	_	_	origText=t'ipalmi,baseForms=tripa|(ü)lmi
1897LENZ-11-TAGGED_20_4	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_20_5	puaimi	pun	_	V	fut|ind2s	_	_	_	origText=puaimi,baseForms=pu|a|imi
1897LENZ-11-TAGGED_20_6	rangi-antü	rangiantü	_	CN	_	_	_	_	origText=raŋi-antə,baseForms=rangiñ|antü
1897LENZ-11-TAGGED_20_7	.	.	PUNCT	PUNCT	_	_	_	_	_

# 20a
1897LENZ-11-TAGGED_21_1	kalle	kalle	_	AV	_	_	_	_	origText=Kaʎe,baseForms=kalle
1897LENZ-11-TAGGED_21_2	amupe	amun	_	V	imp3s	_	_	_	origText=amupe,baseForms=amu|pe
1897LENZ-11-TAGGED_21_3	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_21_4	kishu	kidu	_	AV	_	_	_	_	origText=kizhu,baseForms=kidu
1897LENZ-11-TAGGED_21_5	kimi	kimün	_	V	ind3	_	_	_	origText=kimí,baseForms=kim|iy
1897LENZ-11-TAGGED_21_6	fei	fey	_	D	D	_	_	_	origText=vei,baseForms=fey
1897LENZ-11-TAGGED_21_7	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1897LENZ-11-TAGGED_21_8	wüñoal	wüñoel	_	N	fut|nmlz	_	_	_	origText=wüñoal,baseForms=wuño|a|el
1897LENZ-11-TAGGED_21_9	tunten	tunten	_	WH	particle	_	_	_	origText=tunten,baseForms=tunten
1897LENZ-11-TAGGED_21_10	–	–	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_21_11	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1897LENZ-11-TAGGED_21_12	.	.	PUNCT	PUNCT	_	_	_	_	_

# 21
1897LENZ-11-TAGGED_22_1	¿	¿	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_22_2	chem	chem	_	WH	particle	_	_	_	origText=Chem,baseForms=chem
1897LENZ-11-TAGGED_22_3	am	am	_	IP	particle	_	_	_	origText=am,baseForms=kam
1897LENZ-11-TAGGED_22_4	tuku-nge-kei	tükun	_	V	pass|habit|ind3	_	_	_	origText=tuku-ŋe-kei,baseForms=tüku|nge|ke|iy
1897LENZ-11-TAGGED_22_5	tüfeichi	tüfeychi	_	DP	DP	_	_	_	origText=təveichi,baseForms=tüfeychi
1897LENZ-11-TAGGED_22_6	mapu	mapu	_	N	_	_	_	_	origText=mapu,baseForms=mapu
1897LENZ-11-TAGGED_22_7	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_22_8	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1897LENZ-11-TAGGED_22_9	?	?	PUNCT	PUNCT	_	_	_	_	_

# 22
1897LENZ-11-TAGGED_23_1	nageltu	nageltu	_	AV	nmlz	_	_	_	origText=Naqeltu,baseForms=nag|el|advz
1897LENZ-11-TAGGED_23_2	leufu	l'ewfü	_	N	_	_	_	_	origText=leuvu,baseForms=l'ewfü
1897LENZ-11-TAGGED_23_3	mülei	mülen	_	V	ind3	_	_	_	origText=məlei,baseForms=müle|iy
1897LENZ-11-TAGGED_23_4	tukukan	tükukan	_	N	cont|nmlz	_	_	_	origText=tukukán,baseForms=tüku|ka|(ü)n
1897LENZ-11-TAGGED_23_5	wa	wa	_	N	_	_	_	_	origText=wa,baseForms=wa
1897LENZ-11-TAGGED_23_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_23_7	kachilla	kachilla	_	N	_	_	_	_	origText=kachiʎa,baseForms=kachilla
1897LENZ-11-TAGGED_23_8	ka	ka	_	AV	_	_	_	_	origText=ka,baseForms=ka
1897LENZ-11-TAGGED_23_9	mülei	mülen	_	V	ind3	_	_	_	origText=məlei,baseForms=müle|iy
1897LENZ-11-TAGGED_23_10	;	;	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_23_11	newe	newe	_	AV	_	_	_	_	origText=newe,baseForms=newe
1897LENZ-11-TAGGED_23_12	wentetu	wentetu	_	AV	advz	_	_	_	origText=wentetu,baseForms=wente|tu
1897LENZ-11-TAGGED_23_13	mülei	mülen	_	V	ind3	_	_	_	origText=məlei,baseForms=müle|iy
1897LENZ-11-TAGGED_23_14	poñi	poñü	_	N	_	_	_	_	origText=poñi,baseForms=poñu
1897LENZ-11-TAGGED_23_15	.	.	PUNCT	PUNCT	_	_	_	_	_

# 23
1897LENZ-11-TAGGED_24_1	¿	¿	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_24_2	tunten	tunten	_	WH	particle	_	_	_	origText=Tunten,baseForms=tunten
1897LENZ-11-TAGGED_24_3	kullin	kulliñ	_	N	_	_	_	_	origText=kuʎin,baseForms=kulliñ
1897LENZ-11-TAGGED_24_4	niei	nien	_	V	ind3	_	_	_	origText=niei,baseForms=nien|iy
1897LENZ-11-TAGGED_24_5	tami	tami	_	PP	2s	_	_	_	origText=tami,baseForms=tami
1897LENZ-11-TAGGED_24_6	malle	malle	_	N	_	_	_	_	origText=maʎe,baseForms=malle
1897LENZ-11-TAGGED_24_7	tañi	tañi	_	PP	3	_	_	_	origText=tañi,baseForms=tañi
1897LENZ-11-TAGGED_24_8	malal	malal	_	N	_	_	_	_	origText=malal,baseForms=malal
1897LENZ-11-TAGGED_24_9	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_24_10	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1897LENZ-11-TAGGED_24_11	?	?	PUNCT	PUNCT	_	_	_	_	_

# 24
1897LENZ-11-TAGGED_25_1	malal	malal	_	N	_	_	_	_	origText=Malal,baseForms=malal
1897LENZ-11-TAGGED_25_2	-	-	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_25_3	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1897LENZ-11-TAGGED_25_4	pichi-lei	pichilen	_	V	vb|ind3	_	_	_	origText=pichi-lei,baseForms=pichi|le|iy
1897LENZ-11-TAGGED_25_5	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_25_6	welu	welu	_	AV	_	_	_	_	origText=welu,baseForms=welu
1897LENZ-11-TAGGED_25_7	kachu	kachu	_	N	_	_	_	_	origText=kachu,baseForms=kachu
1897LENZ-11-TAGGED_25_8	–	–	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_25_9	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1897LENZ-11-TAGGED_25_10	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_25_11	inaltu	inaltu	_	N	_	_	_	_	origText=inaltu,baseForms=inaltu
1897LENZ-11-TAGGED_25_12	wingkul	wingkul	_	N	_	_	_	_	origText=wiŋkul,baseForms=wingkul
1897LENZ-11-TAGGED_25_13	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_25_14	fentre-lei	fentrelen	_	V	vb|ind3	_	_	_	origText=vent'e-lei,baseForms=fentren|le|iy
1897LENZ-11-TAGGED_25_15	.	.	PUNCT	PUNCT	_	_	_	_	_

# 25
1897LENZ-11-TAGGED_26_1	¿	¿	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_26_2	kom	kom	_	AV	_	_	_	_	origText=Kom,baseForms=kom
1897LENZ-11-TAGGED_26_3	tuntelei	tuntelen	_	V	particle|vb	_	_	_	origText=tuntelei,baseForms=tunten|le|iy
1897LENZ-11-TAGGED_26_4	?	?	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_26_5	raki-la-fingün	rakin	_	V	neg|dir3|ind3p	_	_	_	origText=Raki-la-viŋən,baseForms=raki|la|fi|ingün
1897LENZ-11-TAGGED_26_6	wiya	wiya	_	AV	_	_	_	_	origText=wiya,baseForms=wiya
1897LENZ-11-TAGGED_26_7	?	?	PUNCT	PUNCT	_	_	_	_	_

# 26
1897LENZ-11-TAGGED_27_1	mülei	mülen	_	V	ind3	_	_	_	origText=Məlei,baseForms=müle|iy
1897LENZ-11-TAGGED_27_2	epu	epu	_	NUM	_	_	_	_	origText=epu,baseForms=epu
1897LENZ-11-TAGGED_27_3	pataka	pataka	_	NUM	_	_	_	_	origText=pataka,baseForms=pataka
1897LENZ-11-TAGGED_27_4	epu	epu	_	NUM	_	_	_	_	origText=epu,baseForms=epu
1897LENZ-11-TAGGED_27_5	mari	mari	_	NUM	_	_	_	_	origText=mari,baseForms=mari
1897LENZ-11-TAGGED_27_6	kechu	kechu	_	NUM	_	_	_	_	origText=kechu,baseForms=kechu
1897LENZ-11-TAGGED_27_7	kullin	kulliñ	_	N	_	_	_	_	origText=kuʎin,baseForms=kulliñ
1897LENZ-11-TAGGED_27_8	.	.	PUNCT	PUNCT	_	_	_	_	_

# 27
1897LENZ-11-TAGGED_28_1	¿	¿	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_28_2	kom	kom	_	AV	_	_	_	_	origText=Kom,baseForms=kom
1897LENZ-11-TAGGED_28_3	fucha	fücha	_	AJ	_	_	_	_	origText=vucha,baseForms=fücha
1897LENZ-11-TAGGED_28_4	ke	ke	_	PL	p	_	_	_	origText=ke,baseForms=ke
1897LENZ-11-TAGGED_28_5	kullin	kulliñ	_	N	_	_	_	_	origText=kuʎin,baseForms=kulliñ
1897LENZ-11-TAGGED_28_6	?	?	PUNCT	PUNCT	_	_	_	_	_

# 28
1897LENZ-11-TAGGED_29_1	mülei	mülen	_	V	ind3	_	_	_	origText=Məlei,baseForms=müle|iy
1897LENZ-11-TAGGED_29_2	pataka	pataka	_	NUM	_	_	_	_	origText=pataka,baseForms=pataka
1897LENZ-11-TAGGED_29_3	fucha	fücha	_	AJ	_	_	_	_	origText=vucha,baseForms=fücha
1897LENZ-11-TAGGED_29_4	ke	ke	_	PL	p	_	_	_	origText=ke,baseForms=ke
1897LENZ-11-TAGGED_29_5	waka	waka	_	N	_	_	_	_	origText=waka,baseForms=waka
1897LENZ-11-TAGGED_29_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_29_7	meli	meli	_	NUM	_	_	_	_	origText=meli,baseForms=meli
1897LENZ-11-TAGGED_29_8	mari	mari	_	NUM	_	_	_	_	origText=mari,baseForms=mari
1897LENZ-11-TAGGED_29_9	mansun	mansun	_	N	_	_	_	_	origText=mansun,baseForms=mansun
1897LENZ-11-TAGGED_29_10	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_29_11	peno	pe	_	IDP	particle|neg	_	_	_	origText=peno,baseForms=pe|no
1897LENZ-11-TAGGED_29_12	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_29_13	ka	ka	_	AV	_	_	_	_	origText=ka,baseForms=ka
1897LENZ-11-TAGGED_29_14	mülei	mülen	_	V	ind3	_	_	_	origText=məlei,baseForms=müle|iy
1897LENZ-11-TAGGED_29_15	,	,	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_29_16	mari	mari	_	NUM	_	_	_	_	origText=mari,baseForms=mari
1897LENZ-11-TAGGED_29_17	kechu-lei	kechulen	_	V	vb|ind3	_	_	_	origText=kechu-lei,baseForms=kechu|le|iy
1897LENZ-11-TAGGED_29_18	toro	toro	_	N	_	_	_	_	origText=toro,baseForms=toro
1897LENZ-11-TAGGED_29_19	.	.	PUNCT	PUNCT	_	_	_	_	_

# 29
1897LENZ-11-TAGGED_30_1	kom	kom	_	AV	_	_	_	_	origText=Kom,baseForms=kom
1897LENZ-11-TAGGED_30_2	puchulu	puchulu	_	N	svn	_	_	_	origText=puchulu,baseForms=puchu|lu
1897LENZ-11-TAGGED_30_3	weke	we	_	AJ	p	_	_	_	origText=weke,baseForms=we|ke
1897LENZ-11-TAGGED_30_4	kullingei	kullingen	_	V	vb|ind3	_	_	_	origText=kuʎiŋei,baseForms=kullin|nge|iy
1897LENZ-11-TAGGED_30_5	.	.	PUNCT	PUNCT	_	_	_	_	_
1897LENZ-11-TAGGED_30_6	—	—	PUNCT	PUNCT	_	_	_	_	_

# 30
1897LENZ-11-TAGGED_31_1	¿	¿	PUNCT	PUNCT	_	_	_	_	_
