# ID	FORM	LEMMA	UPOSTAG	XPOSTAG	FEATS	HEAD	DEPREL	DEPS	MISC
1922AUGU-TAGGED_3_7	konatraru	kon'atraru	_	NP	_	_	_	_	origText=Konatraru,baseForms=kon'a|traru
1922AUGU-TAGGED_3_8	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_4_1	fei	fey	_	D	D	_	_	_	origText=Fei,baseForms=fey
1922AUGU-TAGGED_4_2	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1922AUGU-TAGGED_4_3	elantüingn	elantün	_	V	ind3p	_	_	_	origText=élantüingn,baseForms=el|antü|ingün
1922AUGU-TAGGED_4_4	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_4_5	komke	kom	_	AV	p	_	_	_	origText=komque,baseForms=kom|ke
1922AUGU-TAGGED_4_6	domingo	domingo	_	N	_	_	_	_	origText=Domingo,baseForms=domingo
1922AUGU-TAGGED_4_7	antü	antü	_	N	_	_	_	_	origText=antü,baseForms=antü
1922AUGU-TAGGED_4_8	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1922AUGU-TAGGED_4_9	paliael	paliel	_	N	fut|nmlz	_	_	_	origText=paliael,baseForms=pali|a|el
1922AUGU-TAGGED_4_10	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_5_1	atapay	atapay	_	NP	_	_	_	_	origText=Atapay,baseForms=Atapay
1922AUGU-TAGGED_5_2	fücha	fücha	_	AJ	_	_	_	_	origText=fücha,baseForms=fücha
1922AUGU-TAGGED_5_3	doy	doy	_	AV	_	_	_	_	origText=doy,baseForms=doy
1922AUGU-TAGGED_5_4	kümeke	küme	_	AJ	p	_	_	_	origText=kümeke,baseForms=küme|ke
1922AUGU-TAGGED_5_5	kon'a	kon'a	_	N	_	_	_	_	origText=kon·a,baseForms=kon'a
1922AUGU-TAGGED_5_6	kintui	kintun	_	V	_	_	_	_	origText=kintui,baseForms=kintu|iy
1922AUGU-TAGGED_5_7	:	:	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_5_8	pishmaiwile	pishmaiwile	_	NP	_	_	_	_	origText=Pishmaiwile,baseForms=pishmaiwile
1922AUGU-TAGGED_5_9	engu	engu	_	PC	3d	_	_	_	origText=engu,baseForms=engu
1922AUGU-TAGGED_5_10	konküimawile	konküimawile	_	NP	_	_	_	_	origText=Konküimawile,baseForms=konkïmawile
1922AUGU-TAGGED_5_11	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_5_12	küme	küme	_	AJ	_	_	_	_	origText=küme,baseForms=küme
1922AUGU-TAGGED_5_13	palife	palife	_	N	agent	_	_	_	origText=palife,baseForms=pali|fe
1922AUGU-TAGGED_5_14	”	”	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_5_15	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_5_16	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_5_1	pishmaiwile	pishmaiwile	_	NP	_	_	_	_	origText=Pishmaiwile,baseForms=pishmaiwile
1922AUGU-TAGGED_5_2	yepkal	yegkal	_	N	_	_	_	_	origText=yepkal,baseForms=yegkal
1922AUGU-TAGGED_5_3	ngei	ngen	_	V	ind3	_	_	_	origText=ngei,baseForms=nge|iy
1922AUGU-TAGGED_5_4	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_5_5	konküimawile	konküimawile	_	NP	_	_	_	_	origText=Konküimawile,baseForms=konkïmawile
1922AUGU-TAGGED_5_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_5_7	inatrün	inatrüpun	_	N	nmlz	_	_	_	origText=inátrən,baseForms=ina|trüpu|(ü)n
1922AUGU-TAGGED_5_8	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_5_9	molpenulu	molülu	_	AJ	px|neg|svn	_	_	_	origText=molpenulu,baseForms=mol|pe|no|lu
1922AUGU-TAGGED_5_10	pali	pali	_	N	_	_	_	_	origText=pali,baseForms=pali
1922AUGU-TAGGED_5_11	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_6_1	feiwüla	feywüla	_	AV	D	_	_	_	origText=Feiwəla,baseForms=fey|wüla
1922AUGU-TAGGED_6_2	atapay	atapay	_	NP	_	_	_	_	origText=Atapay,baseForms=Atapay
1922AUGU-TAGGED_6_3	fücha	fücha	_	AJ	_	_	_	_	origText=fücha,baseForms=fücha
1922AUGU-TAGGED_6_4	weukülerpui	wewün	_	V	prog|trloc|ind3	_	_	_	origText=weukəlerpui,baseForms=wew|(kü)le|pu|iy
1922AUGU-TAGGED_6_5	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_6_6	alünke	al'ün	_	AJ	p	_	_	_	origText=alünke,baseForms=al'ü(n)|ke
1922AUGU-TAGGED_6_7	plata	plata	_	N	_	_	_	_	origText=plata,baseForms=plata
1922AUGU-TAGGED_6_8	ka	ka	_	C	particle	_	_	_	origText=ka,baseForms=ka
1922AUGU-TAGGED_6_9	kulliñ	kulliñ	_	N	_	_	_	_	origText=kulliñ,baseForms=kulliñ
1922AUGU-TAGGED_6_10	nürpui	nün	_	V	trloc2|ind3	_	_	_	origText=nürpui,baseForms=nü|rpu|iy
1922AUGU-TAGGED_6_11	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_7_1	fei	fey	_	D	D	_	_	_	origText=Fei,baseForms=fey
1922AUGU-TAGGED_7_2	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1922AUGU-TAGGED_7_3	kiñe	kiñe	_	NUM	_	_	_	_	origText=kiñe,baseForms=kiñe
1922AUGU-TAGGED_7_4	antü	antü	_	N	_	_	_	_	origText=antü,baseForms=antü
1922AUGU-TAGGED_7_5	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_7_6	rupan	rupan	_	AV	nmlz	_	_	_	origText=rupan,baseForms=rupa|(ü)n
1922AUGU-TAGGED_7_7	paliuma	palin	_	V	part	_	_	_	origText=palíuma,baseForms=pali|uma
1922AUGU-TAGGED_7_8	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_7_9	pishmaiwile	pishmaiwile	_	NP	_	_	_	_	origText=Pishmaiwile,baseForms=pishmaiwile
1922AUGU-TAGGED_7_10	"	"	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_7_11	elmadüngungei	elmadüngun	_	V	pass|ind3	_	_	_	origText=élmadəngungei,baseForms=elma|düngu|nge|iy
1922AUGU-TAGGED_7_12	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1922AUGU-TAGGED_7_13	lloftungeael	lloftun	_	N	pass|fut|nmlz	_	_	_	origText=lloftungeael,baseForms=lloftu|nge|a|el
1922AUGU-TAGGED_7_14	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_7_15	nüngele	nün	_	V	pass|subj3s	_	_	_	origText=nüngele,baseForms=nü|nge|le
1922AUGU-TAGGED_7_16	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_7_17	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1922AUGU-TAGGED_7_18	yengeael	yen	_	N	pass|fut|nmlz	_	_	_	origText=yengeael,baseForms=nge|a|el
1922AUGU-TAGGED_7_19	afn-mapu	afün-mapu	_	CN	_	_	_	_	origText=afn-mapu,baseForms=afn|mapu
1922AUGU-TAGGED_7_20	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_8_1	¡	¡	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_8_2	fei	fey	_	D	D	_	_	_	origText=Fei,baseForms=fey
1922AUGU-TAGGED_8_3	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1922AUGU-TAGGED_8_4	pichi	pichi	_	AJ	_	_	_	_	origText=pichi,baseForms=pichi
1922AUGU-TAGGED_8_5	pun'	pun'	_	N	_	_	_	_	origText=pun·,baseForms=pun'
1922AUGU-TAGGED_8_6	mandai	mandan	_	V	ind3	_	_	_	origText=mandai,baseForms=manda|iy
1922AUGU-TAGGED_8_7	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1922AUGU-TAGGED_8_8	ngütantulngeael	ngütantuel	_	N	cause|pass|fut|nmlz	_	_	_	origText=ngətantulngeael,baseForms=ngütantu|(ü)l|nge|a|el
1922AUGU-TAGGED_8_9	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_9_1	“	“	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_9_2	müte	müt'e	_	AV	_	_	_	_	origText=məté,baseForms=müt'e
1922AUGU-TAGGED_9_3	ürkülen	ürkün	_	V	prog|ind1s	_	_	_	origText=ürkülen,baseForms=ürku|(kü)le|(ü)n
1922AUGU-TAGGED_9_4	ñi	ñi	_	PP	1s	_	_	_	origText=ñi,baseForms=ñi
1922AUGU-TAGGED_9_5	palimon	palin	_	V	ind2d/p-1s	_	_	_	origText=palímon,baseForms=pali|mun
1922AUGU-TAGGED_9_6	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_9_7	umautuan	umawtun	_	V	vb|fut|ind1s	_	_	_	origText=umautuan,baseForms=umaw|tu|a|(ü)n
1922AUGU-TAGGED_9_8	”	”	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_9_9	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_9_10	pi	pin	_	V	ind3	_	_	_	origText=pí,baseForms=pi|iy
1922AUGU-TAGGED_9_11	pishmaiwile	pishmaiwile	_	NP	_	_	_	_	origText=Pishmaiwile,baseForms=pishmaiwile
1922AUGU-TAGGED_9_12	;	;	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_9_13	witrai	witran	_	V	ind3	_	_	_	origText=witrai,baseForms=witra|iy
1922AUGU-TAGGED_9_14	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_9_15	amui	amun	_	V	ind3	_	_	_	origText=amui,baseForms=amu|iy
1922AUGU-TAGGED_9_16	wekun	wekun	_	AV	_	_	_	_	origText=wekun,baseForms=wekun
1922AUGU-TAGGED_9_17	willüwillütualu	willüwillütun	_	V	vb|fut|svn	_	_	_	origText=willüwillütualu,baseForms=willü|willü|tu|a|lu
1922AUGU-TAGGED_9_18	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_10_1	konatraru	kon'atraru	_	NP	_	_	_	_	origText=Konatraru,baseForms=kon'a|traru
1922AUGU-TAGGED_10_2	lloftuniefeyeu	lloftun	_	V	psist|indinv3-3	_	_	_	origText=lloftuniefeyeu,baseForms=lloftu|nief|eyew
1922AUGU-TAGGED_10_3	wülngiñ	wülngiñ	_	N	_	_	_	_	origText=wəlngiñ,baseForms=wülngiñ
1922AUGU-TAGGED_10_4	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1922AUGU-TAGGED_10_5	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_10_1	fei	fey	_	D	D	_	_	_	origText=Fei,baseForms=fey
1922AUGU-TAGGED_10_2	nüruleyeu	nürulün	_	V	indinv3-3	_	_	_	origText=nüruleyeu,baseForms=nü|rul/wül|eyew
1922AUGU-TAGGED_10_3	konatraru	kon'atraru	_	NP	_	_	_	_	origText=Konatraru,baseForms=kon'a|traru
1922AUGU-TAGGED_10_4	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_10_5	trarüñmangei	trarün	_	V	appl|pass|ind3	_	_	_	origText=trarüñmangei,baseForms=trar|(ü)ñma|nge|iy
1922AUGU-TAGGED_10_6	ñi	ñi	_	PP	3	_	_	_	origText=ñi,baseForms=ñi
1922AUGU-TAGGED_10_7	kup	kug	_	N	_	_	_	_	origText=kup,baseForms=kug
1922AUGU-TAGGED_10_8	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_10_9	meñkueyeu	meñkun	_	V	indinv3-3	_	_	_	origText=meñkueyeu,baseForms=None|eyew
1922AUGU-TAGGED_10_10	konatraru	kon'atraru	_	NP	_	_	_	_	origText=Konatraru,baseForms=kon'a|traru
1922AUGU-TAGGED_10_11	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_10_12	yengei	yen	_	V	pass|ind3	_	_	_	origText=yengei,baseForms=nge|iy
1922AUGU-TAGGED_10_13	afn-mapu	afün-mapu	_	CN	_	_	_	_	origText=afn-mapu,baseForms=afn|mapu
1922AUGU-TAGGED_10_14	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_11_1	fentren	fentren	_	AV	_	_	_	_	origText=Fentren,baseForms=fentren
1922AUGU-TAGGED_11_2	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1922AUGU-TAGGED_11_3	trawüfeyeu	trawün	_	V	bi|indinv3-3	_	_	_	origText=trawəfeyeu,baseForms=traw|fu|eyew
1922AUGU-TAGGED_11_4	meñcholongko	meñcholongko	_	NP	_	_	_	_	origText=Meñcholongko,baseForms=meñcholonko
1922AUGU-TAGGED_11_5	;	;	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_11_6	müntungefui	müntun	_	V	pass|bi|ind3	_	_	_	origText=məntungefui,baseForms=müntu|nge|fu|iy
1922AUGU-TAGGED_11_7	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_11_8	yengerpulai	yen	_	V	pass|trloc2|neg|ind3	_	_	_	origText=yengerpulai,baseForms=ye|nge|rpu|la|iy
1922AUGU-TAGGED_11_9	traru	traru	_	NP	_	_	_	_	origText=Traru,baseForms=traru
1922AUGU-TAGGED_11_10	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_12_1	yerpunulu	yen	_	V	trloc2|neg|svn	_	_	_	origText=Yerpunulu,baseForms=rpu|no|lu
1922AUGU-TAGGED_12_2	afeluwi	afelün	_	V	appl|reflex|ind3	_	_	_	origText=afeluwí,baseForms=af|(l)el|(u)w|iy
1922AUGU-TAGGED_12_3	meñcholongko	meñcholongko	_	NP	_	_	_	_	origText=Meñcholongko,baseForms=meñcholonko
1922AUGU-TAGGED_12_4	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_12_1	amolei	amun	_	V	prog|ind3	_	_	_	origText=Amolei,baseForms=amu|(kü)le|iy
1922AUGU-TAGGED_12_2	konatraro	kon'atraru	_	NP	_	_	_	_	origText=Konatraro,baseForms=kon'a|traru
1922AUGU-TAGGED_12_3	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_12_4	yeniei	yen	_	V	psist|ind3	_	_	_	origText=yeniei,baseForms=ye|nie|iy
1922AUGU-TAGGED_12_5	ñi	ñi	_	PP	1s	_	_	_	origText=ñi,baseForms=ñi
1922AUGU-TAGGED_12_6	pishmaiwile	pishmaiwile	_	NP	_	_	_	_	origText=Pishmaiwile,baseForms=pishmaiwile
1922AUGU-TAGGED_12_7	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_13_1	wüla	wüla	_	AV	_	_	_	_	origText=Wəlá,baseForms=wüla
1922AUGU-TAGGED_13_2	ka	ka	_	C	particle	_	_	_	origText=ká,baseForms=ka
1922AUGU-TAGGED_13_3	traweyeu	trawün	_	V	indinv3-3	_	_	_	origText=traweyeu,baseForms=traw|eyew
1922AUGU-TAGGED_13_4	kake	ka	_	AJ	p	_	_	_	origText=kake,baseForms=ka|ke
1922AUGU-TAGGED_13_5	meñcholongko	meñcholongko	_	NP	_	_	_	_	origText=Meñcholongko,baseForms=meñcholonko
1922AUGU-TAGGED_13_6	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_14_1	feyengn	feyengün	_	PN	3p	_	_	_	origText=Feyengn,baseForms=feyengün
1922AUGU-TAGGED_14_2	trürüm	trürüm	_	N	_	_	_	_	origText=trürəm,baseForms=trürüm
1922AUGU-TAGGED_14_3	-	-	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_14_4	ngünen	ngünen	_	N	_	_	_	_	origText=ngənen,baseForms=ngünen
1922AUGU-TAGGED_14_5	-	-	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_14_6	elfingn	elün	_	V	dir3|ind3p	_	_	_	origText=elfingn,baseForms=el|fi|ingün
1922AUGU-TAGGED_14_7	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_14_1	"	"	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_14_2	¿	¿	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_14_3	chumngechi	chumngechi	_	AV	_	_	_	_	origText=Chumngechi,baseForms=chumngechi
1922AUGU-TAGGED_14_4	düngu	düngu	_	N	_	_	_	_	origText=dəngu,baseForms=düngu
1922AUGU-TAGGED_14_5	kam	kam	_	IP	particle	_	_	_	origText=kam,baseForms=kam
1922AUGU-TAGGED_14_6	pepikalafiiñ	pepikan	_	V	neg|dir3|ind1p	_	_	_	origText=pepikalafiiñ,baseForms=pepika|la|fi|(iy)iñ
1922AUGU-TAGGED_14_7	iñ	iñ	_	PP	1p	_	_	_	origText=iñ,baseForms=iñ
1922AUGU-TAGGED_14_8	müntuafiüm	müntun	_	V	dir3|nonfin	_	_	_	origText=məntuafiüm,baseForms=müntu|None|fi|yüm
1922AUGU-TAGGED_14_9	tüfachi	tüfachi	_	DP	DP	_	_	_	origText=təfachi,baseForms=tüfachi
1922AUGU-TAGGED_14_10	traru	traru	_	NP	_	_	_	_	origText=Traru,baseForms=traru
1922AUGU-TAGGED_14_11	?	?	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_14_12	”	”	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_14_13	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_14_14	pingn	pin	_	V	ind3p	_	_	_	origText=pingn,baseForms=pi|engün
1922AUGU-TAGGED_14_15	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_15_1	fei	fey	_	D	D	_	_	_	origText=Fei,baseForms=fey
1922AUGU-TAGGED_15_2	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1922AUGU-TAGGED_15_3	kiñechi	kiñechi	_	AV	DA	_	_	_	origText=kiñechi,baseForms=kiñe|chi
1922AUGU-TAGGED_15_4	fei	fey	_	D	D	_	_	_	origText=fei,baseForms=fey
1922AUGU-TAGGED_15_5	meñcholongko	meñcholongko	_	NP	_	_	_	_	origText=Meñcholongko,baseForms=meñcholonko
1922AUGU-TAGGED_15_6	pi	pin	_	V	ind3	_	_	_	origText=pí,baseForms=pi|iy
1922AUGU-TAGGED_15_7	:	:	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_15_8	“	“	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_15_9	wallma künuafiiñ	wallma	_	V	appl|fut|dir3|ind1p	_	_	_	origText=Wallma kənuafiiñ,baseForms=wall|(üñ)ma|künu|a|fi|(iy)iñ
1922AUGU-TAGGED_15_10	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_15_11	fei	fey	_	D	D	_	_	_	origText=fei,baseForms=fey
1922AUGU-TAGGED_15_12	künchol-kawel-elafiiñ	küntrol-kawell-elün	_	V	cause|fut|dir3|ind1p	_	_	_	origText=künchol-kawel-elafiiñ,baseForms=küntro|(ü)l|kawell|el|a|fi|(iy)iñ
1922AUGU-TAGGED_15_13	.	.	PUNCT	PUNCT	_	_	_	_	_

1922AUGU-TAGGED_15_1	fei	fey	_	D	D	_	_	_	origText=Fei,baseForms=fey
1922AUGU-TAGGED_15_2	wallke	wallke	_	N	p	_	_	_	origText=wallke,baseForms=wall|ke
1922AUGU-TAGGED_15_3	adkintule	adkintun	_	V	subj3s	_	_	_	origText=adkintule,baseForms=adkintu|le
1922AUGU-TAGGED_15_4	,	,	PUNCT	PUNCT	_	_	_	_	_
1922AUGU-TAGGED_15_5	fei	fey	_	D	D	_	_	_	origText=fei,baseForms=fey
1922AUGU-TAGGED_15_6	kiñe	kiñe	_	NUM	_	_	_	_	origText=kiñe,baseForms=kiñe
1922AUGU-TAGGED_15_7	furi	furi	_	N	_	_	_	_	origText=furi,baseForms=furi
1922AUGU-TAGGED_15_8	meu	mew	_	P	P	_	_	_	origText=meu,baseForms=mew
1922AUGU-TAGGED_15_9	amoleai	amun	_	V	prog|fut|ind3	_	_	_	origText=amoleai,baseForms=amu|(kü)le|a|iy
1922AUGU-TAGGED_15_10	feluke	feluke	_	N	_	_	_	_	origText=feluke,baseForms=feluke
1922AUGU-TAGGED_15_11	yengu	engu	_	PC	3d	_	_	_	origText=yengu,baseForms=engu
1922AUGU-TAGGED_15_12	;	;	PUNCT	PUNCT	_	_	_	_	_
